Date,BAC,BCS,C,DB,GS,ICLN,JPM,MS,XLE,SP500,US10Y,VIX
2018-01-03,-0.0033502126903173393,-0.0036329188471788077,0.0030882600205878285,-0.008833491757508473,-0.009352224579339713,-0.002116743029190096,0.0010186670227719723,0.002679199394407822,0.014865216138627152,0.006378433243936035,-0.007328977301869084,-0.06556267531195133
2018-01-04,0.013002508294085726,0.0054444409405580456,0.01225867322716979,0.03134113390010274,0.013879094044951457,-0.0074426569986166735,0.014223589025001317,0.015171732049219963,0.00601825737830122,0.004020542855326989,0.0024489978953913397,0.007621228933663394
2018-01-05,0.004626538390282559,-0.025665595066332234,-0.001324995536668424,-0.06369616868217849,-0.005113704628791595,0.0031967069626229585,-0.006440151166320569,-0.00037638957239220165,-0.0004001836240899108,0.007009145888585348,0.009332590056308774,0.0
2018-01-08,-0.006947897453103222,0.006478533549764039,-0.011738257873913166,-0.013568670930919598,-0.01462571256671366,0.014783569982264657,0.0014755779860826052,-0.004150945835490424,0.005984570175106923,0.001660963767296979,0.0016141845430808664,0.032019830357280246
2018-01-09,0.004967791749505046,0.006436602069787295,0.010411239490237562,-0.009332943896963378,0.008422986137248855,-0.0020986368927719853,0.005056382425058204,0.007722031286492256,-0.002522387451342567,0.0013020835172984225,0.02626493376571207,0.057158358186686756
2018-01-10,0.009207634168919579,-0.004593357999191663,0.004504471938983856,0.02020266391304794,0.0015347664220921391,-0.002102937695951231,0.010944140782847908,0.01175056024847975,-0.001197069727533423,-0.0011128458115206878,0.0015698388373135256,-0.026132163784968167
2018-01-11,0.0035939689222589735,-0.016713388768964492,-0.0011903209928354097,0.003237915187011534,0.0031407034053904425,0.019802406241910018,0.005337247585517254,0.004994157660659375,0.020287837256159114,0.007009025768882019,-0.007478898848380493,0.006091432053454601
2018-01-12,0.01713862371929025,0.006532716159155974,0.01679821063656004,0.007515040239314352,0.007419484240668813,-0.0031007783647522243,0.016375272504703265,0.016831653996415643,0.009603862459187564,0.006726926399094035,0.008262941797533438,0.02794590378897739
2018-01-16,0.001601965025999598,0.019346729683981878,0.0035076694882948413,-0.010212416852010743,0.005548222935810799,-0.004149050474669952,-0.003556490481166394,-0.009478638406801602,-0.012738554907995197,-0.0035307132616026696,-0.003139773180082221,0.1377057407040636
2018-01-17,-0.0019225923955321787,0.008177760371799011,0.004657556182030515,0.0005398924631851904,-0.01878557070531729,0.00621752527950276,0.0063927214131210604,0.013642436146556225,0.008726626400808018,0.009371006206502086,0.013276320911900416,0.02121420271955673
2018-01-18,0.009575698369264522,0.001808699966433429,-0.0010328601463693399,0.0005399550325999744,-0.01062200071159146,-0.00725756685906717,0.002386763205881748,0.008813951218996025,-0.008203577265605702,-0.0016176974974736241,0.012719381941342842,0.02569560503977075
2018-01-19,0.007594835372843037,0.006303515464003122,0.01168986115852073,0.01340137424893177,0.020312540245302452,0.0020787801648443367,-0.0022097393410404655,0.02859856406098071,-0.0013082777101978624,0.004375647986990156,0.009908626103305862,-0.08092960692565507
2018-01-22,0.006911903735217734,0.05245943708886334,0.0036968926721998594,0.031965042236524535,0.020864846767830337,0.0,0.011612502988483129,-0.0017416560906809541,0.0213724170796355,0.00803436438221324,0.010562104107288667,-0.021525559613488735
2018-01-23,-0.0006264368965540233,0.0,-0.0005091591465259878,0.004117322916081621,-0.005483055854783795,-0.0031200161204722673,-0.001050089615690728,-0.007876146756033828,-0.0015388974616094505,0.002172004968222319,-0.01550414460023998,0.006326333628840086
2018-01-24,0.0053116729450078445,0.010169594675300842,0.011392491079514282,0.013772096720631967,0.021264648792715286,-0.0041753714104806215,0.012702405615892556,0.005781876447466775,-0.0026991996784207313,-0.0005601325472320471,0.011368053735905447,0.03278981173697751
2018-01-25,0.0,0.0,-0.00012574657335978027,-0.005078753744617083,0.012530344094959322,0.0031331618320369014,0.00025929084305159627,-0.007540805762814467,-0.00788174855166381,0.0006024393988328895,-0.012512008449759636,0.00954451113451812
2018-01-26,0.003421932405897561,0.004207083991863655,0.00802398173842481,-0.006640797168477572,-0.003313708480537347,0.0,0.005344386862231638,0.013810420364512573,0.005433398073153087,0.011771638106084168,0.01552175377146859,-0.04413779112302295
2018-01-29,0.002481155853259674,-0.018644706242068588,-0.0014996745704596878,-0.02123893097700794,0.016056365719977952,-0.003133161832036931,-0.0010322787776906957,-0.002607852396183391,-0.015209986767213768,-0.006754736284863033,0.013803592460141791,0.22242128678125728
2018-01-30,-0.012468524696760635,-0.025997927887494155,-0.01690011392643391,-0.03842531264481065,-0.013076838167101394,0.0,-0.009424426049557384,-0.010544643011852137,-0.020379195035397223,-0.010958642805337085,0.009954068941521848,0.06638831292880744
2018-01-31,0.0037568003286696295,-0.001757509047734796,-0.001782733524397536,-0.0021786357033527185,-0.00391199043775498,0.001045142662368587,0.00485302712196485,-0.0008838452336975169,0.0006681341108697343,0.0004888658586947881,-0.00220346833641245,-0.08830300947669255
2018-02-01,0.015504268424835757,-0.0008799141969443616,0.009132783408755054,0.016761657213429884,0.01607068988698233,-0.005238133423232106,0.010321253425842274,0.015789903361336767,0.010234776523482137,-0.0006482983520233253,0.019297876495097045,-0.005183254420537541
2018-02-02,-0.017067797013342812,-0.034934364323923696,-0.023862567370281425,-0.08735255877726363,-0.045811760912441664,-0.02230576005191104,-0.022410910489053953,-0.03489251958509897,-0.042685970653675166,-0.021436680516698812,0.028791783811918305,0.2508193280893314
2018-02-05,-0.054345558123284524,-0.04188584291989944,-0.049913818044589525,-0.04182235241705134,-0.04294088353217123,-0.03164487965004863,-0.049140311842778096,-0.05425727858185752,-0.042859929023397116,-0.041842540938381426,-0.021247322383580985,0.7682450294663026
2018-02-06,0.03059157013381117,0.016965442273715887,0.020933944558207254,0.007900556255461233,0.03777441421348847,0.008830199229143887,0.029969411617154655,0.0333112542680678,0.007891879965504967,0.017290573348937088,-0.009349231649575754,-0.21899889039638815
2018-02-07,0.0016009358697424245,-0.007504777128622409,0.0022697026192870545,-0.026373800098452988,-0.006203931011246719,-0.005509538117795868,0.006755996728484901,0.0040411188804974785,-0.01686322844721508,-0.005014138223752627,0.027086550385585967,-0.07801563428568233
2018-02-08,-0.049526277833275144,0.0065695047907643606,-0.04249594544637589,-0.03800333227295818,-0.04271174644332755,-0.026877256980103875,-0.04521715080916328,-0.05192069962373818,-0.030698534292494795,-0.0382590522458017,0.002458287198102247,0.18783582507703145
2018-02-09,0.01964432738732954,0.005597273439961724,0.02487208958025497,0.005793242678033879,0.011903589209382063,0.0045300187970217795,0.019824359030851526,0.00673543400167677,-0.0007498214449517755,0.014825645199524345,-0.00774654371291516,-0.14098802843245245
2018-02-12,0.02571341974908863,0.0046406001094515025,0.014552033887300298,0.027225620426457216,0.015364828188897863,0.017917552091493986,0.015331074462217932,0.024439591866208896,0.0162169637459314,0.013818665678186272,0.009848871666349766,-0.1263797157203979
2018-02-13,0.0019260739882496303,0.004618701627829261,0.005602229936275063,-0.006894406576406329,0.0093180298780459,0.013230388373718363,0.006155844876966427,-0.00074859709330638,-0.004140798955668913,0.0026095219802775584,-0.005968140686313143,-0.025307847251119286
2018-02-14,0.02595903741684518,0.0254792017157524,0.02014675815533078,0.02238898322561921,0.027215744093103053,0.013058091530368847,0.02286213075547329,0.030618364032188105,0.014418160322835475,0.013313439808897013,0.02537949269344561,-0.25964465853909074
2018-02-15,0.006541255317769286,0.0125001074265458,0.004811790114212856,-0.009267879518255487,0.019236530070638327,0.02139118998131756,0.004164171595578531,0.006337830219475389,-0.0024860908994747397,0.01199686177677526,-0.007581040394460604,-0.0067726786716267385
2018-02-16,-0.007479151082631606,0.005309644557829973,-0.003379147176604259,-0.0018639550819641159,-0.00022421602545999266,0.004223871116185022,-0.007211396987487153,-0.004704277058487049,-0.0024925250269946103,0.0003733996499216942,-0.004854357195359007,0.017103290129086884
2018-02-20,-0.00125194565713743,-0.004422817871754021,-0.004697070810329123,0.023356845689771026,-0.010253180518047285,-0.0042238711161850595,0.000261197996804958,-0.0014517985286271883,-0.005446108274549184,-0.005858517106837343,0.0055458700407583494,0.05693006460225121
2018-02-21,-0.0018809344380774206,0.004422817871754043,0.007037616655001257,0.006660625971035803,-0.0056408485681313705,0.005277057100843819,0.004176094567536394,0.0007259875181546883,-0.016969950879586134,-0.005511664483310908,0.017135508727875653,-0.028559297561090536
2018-02-22,-0.005663906524691686,0.0304240422654881,-0.009525546139651854,-0.008484777506757779,-0.007507360452424613,0.002102937695951193,-0.0018246637209092208,-0.00436517191571496,0.010899426818452207,0.0009730774855778604,-0.008873785975388598,-0.06713936238272884
2018-02-23,0.010671699325346676,0.003418883405595646,0.010564147471584025,0.0,0.02022022014777665,-0.0063222400243087605,0.020061509845122526,0.021816424186729397,0.02144927888650132,0.015901278245121022,-0.01589529077153732,-0.12683831167819482
2018-02-26,0.012102841597568805,0.0,0.007367599892466865,0.0030386055104100673,0.016691259900968737,0.012604983908402142,0.012368884272769365,0.016625664419943103,0.005942084174459321,0.011688438620627399,-0.004188517077552603,-0.042744170586720996
2018-02-27,-0.002779793467380349,0.0,-0.01649065045199952,-0.004866290586525876,-0.012352272406675456,-0.01472172693759224,-0.01194267510405006,-0.005099644733261788,-0.013089277729992696,-0.012788311441467541,0.016993655048862487,0.1626138578366678
2018-02-28,-0.007140107586553523,0.0025564067653790707,-0.011720783020328905,-0.028449678693306935,-0.016034923676398034,-0.008510691607297472,-0.015975543219349336,-0.012418395684995571,-0.02325192590601088,-0.011157806083656078,-0.013850623669593132,0.06558021640940212
2018-03-01,-0.015757852850150664,-0.005945952315096116,-0.024540169307486506,-0.015170861433643415,-0.02366808885746368,-0.006430776644577472,-0.01808440107573885,-0.027691232468156243,-0.001499269370945746,-0.013413965854876449,-0.02256799957740642,0.12397702928809691
2018-03-02,0.00475335253784437,-0.004330885751272194,0.000271190794228952,0.005716112827145419,0.005205099148908454,0.006430776644577451,-0.0009703271754656611,0.004577652396883819,0.004641115644294499,0.005058785485198549,0.018725228836668863,-0.13716181589339477
2018-03-05,0.015684210475158784,0.008643202785175512,0.009993518639407683,0.00631311068071107,0.019185517406422766,0.0032000034618142677,0.01523796475617677,0.013608206936359024,0.010548877826542399,0.01097161761052657,0.008365308030004346,-0.04489274772965498
2018-03-06,-0.0006226165494789951,0.020443513311934888,-0.004848848521124641,0.010641692465369492,0.014376277191360505,0.007427431174673237,0.0008688124711750473,0.019099117151022946,0.0005907437592375778,0.0026353829319968104,-0.0013893536126914437,-0.01995207357997202
2018-03-07,0.0021777847259468316,-0.004224763271540079,-0.0018922065857679166,0.01667225776625271,-0.005936759094613907,0.002111819988792722,-0.0037408722565785376,0.005641432012901801,-0.007561549065497331,-0.000483991825716375,0.0020832658760248186,-0.0332256679843781
2018-03-08,0.0006212625206995933,0.003381321239900993,0.002566922012110668,-0.00922796800963479,0.0037240272088369924,-0.0010554090689436032,8.700805921767161e-05,0.0014055475213538711,-0.0002975701943208391,0.004453148208884627,-0.005914075486507061,-0.07116700550365268
2018-03-09,0.01602008138458579,-0.00677422025213438,0.026629162802590783,-0.0037152177130566556,0.01649583666224859,0.00736446599723147,0.028354714948593755,0.02957928476600973,0.01887672630928685,0.017229546741207587,0.009722339219067837,-0.12202421296368898
2018-03-12,0.0036605576476967734,0.008460393520424256,-0.0011833708442671787,-0.0006205018858061194,0.009593408391029614,0.00522751570012851,-0.0032241511577327598,0.0040826053414739745,-0.0002922498289220119,-0.001274797337998416,-0.008327656766607868,0.07498576651157736
2018-03-13,-0.014724243232533964,-0.009310182157457894,-0.014708818207134438,-0.02006337330383575,-0.017900142682490787,-0.002088019169668338,-0.012056020449387854,-0.015050944333438556,-0.007186374440959165,-0.006383910414314703,-0.007694978934322612,0.03548462217899347
2018-03-14,-0.006821770553683682,-0.009397890329310146,-0.019410309331754045,-0.005716112827145408,-0.01538655467924652,0.0020880191696683865,-0.011245901126980857,-0.01808422613602932,-0.0059047749266688265,-0.005740969825188786,-0.01094455321400006,0.05242410329726621
2018-03-15,-0.0012452333529881095,0.0008581289625253156,-0.0017709310933071557,0.0,0.008210421389347479,0.0010422095784438116,0.0025193830390498172,0.004027418564327895,-0.005195756918415896,-0.0007822363990965508,0.003189817739940175,-0.037851910572074765
2018-03-16,0.002178462605503604,0.008539761366784871,0.0017709310933072058,0.007614199820513436,0.0037065286454266598,-0.007318493190458232,0.0017341605504446705,0.005055615818170146,0.008879160941308573,0.0017019979472317418,0.007754735474059804,-0.048790161295187505
